Ship pt,Product Hierarchy,Part Number,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Algorithm,RMSE,MAPE
ZTRD,TEST,CORONA,11237.78,12418.18,13974.41,15738.36,17670.56,19719.01,22185.04,24931.2,28026.5,31492.8,35459.39,39918.92,FNN,883.23,9.06
