location-sku,Month 1 - 12 values,algorithm,rmse,mape
ZTRD-TEST-CORONA,"[10544.1, 14164.92, 14709.79, 18730.66, 20148.92, 25679.75, 29893.8, 35819.6, 42488.13, 55870.46, 62157.08, 82792.86]",AR,2237.95,20.36
