location-sku,Month 1 - 12 values,algorithm,rmse,mape
ZTRD-TEST-CORONA,"[11114.44, 12291.72, 13009.79, 14117.32, 14350.02, 15749.67, 16611.6, 17789.8, 18772.08, 19960.84, 21163.7, 22595.49]",ARIMA,2066.34,18.43
