Ship pt,Product Hierarchy,Part Number,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Algorithm,RMSE,MAPE,Parameters
ZTRD,TEST,CORONA,1670.43,1670.46,1670.46,1670.44,1670.47,1670.44,1670.41,1670.5,1670.5,1670.44,1670.44,1670.42,MOVING AVERAGE,4901.13,68.81,[]
