Ship pt,Product Hierarchy,Part Number,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Algorithm,RMSE,MAPE,Parameters
ZTRD,TEST,CORONA,10544.1,14164.92,14709.79,18730.66,20148.92,25679.75,29893.8,35819.6,42488.13,55870.46,62157.08,82792.86,AR,2237.95,20.36,[]
