Ship pt,Product Hierarchy,Part Number,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Algorithm,RMSE,MAPE,Parameters
﻿ZTRD,11 Y Y C,30129215,171.22,148.66,239.98,318.76,33.87,94.27,232.47,327.18,464.71,62.85,399.41,430.76,AR,1.843730352312819e+17,0,[]
