Ship pt,Product Hierarchy,Part Number,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Algorithm,RMSE,MAPE
ZTRD,TEST,CORONA,10986.65,12159.28,13830.1,15285.01,16938.54,18924.9,21149.05,23649.26,26279.05,29140.56,32661.26,36487.08,FNN,781.44,8.75
