Ship pt,Product Hierarchy,Part Number,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Algorithm,RMSE,MAPE
ZTRD,TEST,CORONA,9879.82,10647.1,11501.31,12530.34,13532.98,14634.12,15691.93,16432.13,17661.61,19082.04,20596.77,22099.26,FNN,1272.97,11.42
