Ship pt,Product Hierarchy,Part Number,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Algorithm,RMSE,MAPE,Parameters
ZTRD,TEST,CORONA,11114.44,12291.72,13009.79,14117.32,14350.02,15749.67,16611.6,17789.8,18772.08,19960.84,21163.7,22595.49,ARIMA,2066.34,18.43,[]
