Ship pt,Product Hierarchy,Part Number,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Algorithm,RMSE,MAPE
ZTRD,TEST,CORONA,10287.44,10351.77,9987.59,10282.08,10954.79,12052.17,13165.13,14143.92,15233.36,16669.19,18100.8,19340.89,FNN,937.49,10.54
