Ship pt,Product Hierarchy,Part Number,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Algorithm,RMSE,MAPE,Parameters
ZTRD,2 A J E,10612512,90.98,82.57,82.57,82.57,82.57,82.57,82.57,82.57,82.57,82.57,82.57,82.57,MOVING AVERAGE,16.11,14.26,[]
