ZTRD;2 A I B;10037401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;0;0;2;0;4;0;0;12;2;0;0;0;2;0;2;0;0;0;2;0
ZTRD;2 A I B;10037402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;2;0
ZTRD;2 A I B;10037404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;2;6;0;4;0;2;0;4;0;0;12;2;0;0;0;5;1;6;0;2;0;6;0
ZTRD;2 A I B;10037407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
ZTRD;2 A I B;10037410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;2;6;0;4;0;2;0;4;0;0;12;2;0;0;0;4;0;4;0;2;0;6;0
ZTRD;9 Z Z Z;10100064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;4;3;3;2;4;3;3;1;28;14;0;5;1;3;6;0;26;3;7;9;4;0
ZTRD;9 Z Z Z;10100200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;10;20;116;28;16;10;32;114;148;20;42;96;104;30;10;166;42;156;30;42;504;22;16;2
ZTRD;9 Z Z Z;10100280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;93;305;68;240;151;256;462;117;281;67;253;60;19;279;106;261;75;66;2072;118;35;104;52;57
ZTRD;9 Z Z Z;10100438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
ZTRD;9 Z Z Z;10100510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;0;8;6;6;56;64;6;6;2;6;28;0;6;2;6;68;0;0;8;14;0;14;0
ZTRD;9 Z Z Z;10100576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;0;9,6;0;15000;0;0;0;0;0;0;0;0;0;0;1000;0;1;0
ZTRD;9 Z Z Z;10100577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;0;0,85;2;30,55;86;0;30;0;0;12,75;0;145,7;64;0;0;0;106;0;28;148;0;0;28;28
ZTRD;9 Z Z Z;10100579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;66;0;0;402;48;0;0;0;0;0;6;144;348;0;0;96;0;408;48;78;0;0;126;0
ZTRD;9 Z Z Z;10100580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62,4;0;0;0;343,2;31,2;62,4;509,2;78;78;62,4;0;0;46,8;0;583,2;0;0;31,2;93,6;0
ZTRD;9 Z Z Z;10100586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;340;32,5;190;407,5;302,5;67,5;247,5;170;567,5;357,5;385;345;257,5;60;202,5;422,5;97,5;627,5;277,5;157,5;137,5;340;112,5;92,5;22,5
ZTRD;9 Z Z Z;10100643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;12;0;12;16;12;0;216;12;12;4;12;56;0;12;4;12;24;0;0;16;28;0;32;4
ZTRD;9 Z Z Z;10100668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;28;0;9;8;16;88;0;32;48;40;8;46;0;0;4;32;24;0;28;0;0;9;0;0
ZTRD;9 Z Z Z;10100678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,5;68;0;0;0;0;0;0;0;0;0;6;5,5;0;0
ZTRD;9 Z Z Z;10100684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZTRD;9 Z Z Z;10100689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;439;730;1960,54;18,54;461,62;371,24;1922;781;113,08;426;1540;1015;484;1753,24;361,62;398,1;1860,54;1218;2167,62;8;207;32;800;1641;420
