ZTRD10037401,ZTRD,10037401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,2,0,4,0,0,12,2,0,0,0,2,0,2,0,0,0,2,0,,
ZTRD10037402,ZTRD,10037402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,,
ZTRD10037404,ZTRD,10037404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,6,0,4,0,2,0,4,0,0,12,2,0,0,0,5,1,6,0,2,0,6,0,,
