ZTRD,9 Z Z Z,30039557,166,171,170,39,94,127,117,107,78,136,205,296,253,165,68,242,85,120,284,109,66,61,484,260
ZTRD,9 Z Z Z,30039674,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30039682,0,4,0,0,20,0,0,1,2,0,0,0,0,0,2,1,3,0,0,0,1,3,3,0
ZTRD,9 Z Z Z,30039794,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30039798,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30040151,4,0,0,30,8,0,10,5,10,30,4,16,26,38,30,0,25,5,34,0,22,0,0,16
ZTRD,9 Z Z Z,30040326,3,5,22,4,5,1,44,0,0,25,21,24,33,12,0,0,12,0,41,12,38,0,12,0
ZTRD,9 Z Z Z,30040502,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30040503,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30040562,138,132,150,170,129,172,338,274,388,228,551,573,880,278,384,234,277,223,646,68,525,347,361,766
ZTRD,9 Z Z Z,30041233,0,0,24,0,0,1,24,0,1,25,0,4,49,0,0,25,1,0,0,24,0,0,24,0
ZTRD,9 Z Z Z,30041274,6,9,20,2,5,2,32,8,10,27,1,25,22,8,33,4,2,25,21,4,14,6,8,17
ZTRD,9 Z Z Z,30041287,24,1,24,0,0,0,0,0,0,25,24,0,0,24,0,24,0,0,24,2,0,0,25,0
ZTRD,3 A G B,30042853,0,1,0,0,1,3,1,0,0,0,0,0,2,0,3,1,0,1,0,0,0,2,0,0
ZTRD,3 A G B,30042855,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0
ZTRD,9 Z Z Z,30045701,31,17,16,2,2,0,12,0,8,0,5,4,2,4,5,6,0,0,2,0,0,0,0,0
ZTRD,9 Z Z Z,30046451,1240,40,0,8,56,0,8,1256,8,48,16,1360,128,80,40,24,12,104,32,32,5024,56,24,64
ZTRD,9 Z Z Z,30046456,12,13,9,11,16,17,73,10,24,67,123,22,59,26,65,17,20,16,66,11,127,28,23,36
ZTRD,9 Z Z Z,30046679,5,5,0,1,7,0,1,7,1,6,2,20,116,10,5,3,1,13,8,9,8,14,104,12
ZTRD,9 Z Z Z,30047105,50,0,10,470,8,8,0,0,0,19,5,70,0,10,100,35,0,0,0,15,36,0,0,0
ZTRD,9 Z Z Z,30047106,0,0,0,0,0,7,12,0,0,0,80,0,0,0,0,0,0,0,0,0,40,0,0,0
ZTRD,9 Z Z Z,30047107,1219,5,273,36,45,450,32,0,20,17,11,30,35,20,65,1,17,0,10,0,0,0,3,0
ZTRD,9 Z Z Z,30047108,4840,290,210,370,1100,480,330,140,490,720,290,1420,780,440,410,0,380,380,710,0,480,410,380,820
ZTRD,9 Z Z Z,30047109,5280,11400,0,10250,1660,6036,510,20,6340,300,280,530,680,200,200,0,200,200,200,600,5700,200,200,900
ZTRD,9 Z Z Z,30047159,12,10,0,2,14,0,42,14,22,12,4,100,32,20,30,26,2,46,48,8,6,14,46,16
ZTRD,9 Z Z Z,30047233,0,0,0,0,4276,0,0,2000,800,0,0,2952,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30047317,0,0,0,0,25,0,0,50,310,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0
ZTRD,9 Z Z Z,30047980,20,6,1,0,2,1,7,10,34,4,2,25,0,0,148,1,3,6,2,0,0,0,0,1
ZTRD,9 Z Z Z,30047982,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30048049,5,5,0,1,7,0,1,7,1,6,2,20,16,10,5,3,1,13,4,4,3,7,3,9
ZTRD,9 Z Z Z,30048334,10,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30048829,0,0,0,0,0,0,2,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30048833,0,100,0,0,83,0,325,0,0,0,0,100,0,0,20,40,60,20,20,8,0,0,60,60
ZTRD,9 Z Z Z,30048840,0,244,0,0,0,30,140,140,0,0,0,100,10,60,53,40,50,20,20,0,0,20,60,60
ZTRD,9 Z Z Z,30048965,0,0,0,0,0,0,0,800,0,0,0,140,0,32,20,80,50,20,20,20,0,0,100,100
ZTRD,9 Z Z Z,30050696,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30051731,0,0,0,0,0,0,10,1,0,66,90,48,92,2,2,1,3,0,0,0,202,3,3,0
ZTRD,9 Z Z Z,30051961,0,0,0,0,0,50,0,50,0,52,51,0,0,11,0,5,0,0,200,0,0,0,0,0
ZTRD,9 Z Z Z,30052150,10,10,0,2,14,0,2,14,2,12,4,240,32,20,10,6,2,26,8,8,6,14,6,16
ZTRD,9 Z Z Z,30052243,5,5,0,1,7,0,25,7,1,6,2,50,16,10,40,3,2,13,4,4,3,37,3,38
ZTRD,9 Z Z Z,30052260,5,5,0,1,7,0,14,35,1,6,2,20,36,10,5,3,21,13,4,4,53,7,3,8
ZTRD,9 Z Z Z,30052646,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30052757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30052761,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30052762,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30052763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30052802,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30052810,9,9,4,1,13,1,3,13,4,11,4,47,26,18,15,3,1,23,6,8,7,14,5,15
ZTRD,9 Z Z Z,30053122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30053503,50,0,0,0,10,40,0,100,60,40,130,1,40,0,0,0,0,100,0,0,3,100,0,0
ZTRD,9 Z Z Z,30054151,4,3,3,6,9,8,2,12,1,46,7,27,10,4,2,6,10,2,4,2,2,0,4,0
ZTRD,9 Z Z Z,30054401,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30054681,15,5,2,1,7,3,6,30,18,6,17,29,30,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30054716,0,12,8,53,4,0,12,0,0,0,3,27,0,0,0,44,7,0,123,10,0,15,0,0
ZTRD,9 Z Z Z,30054754,5,0,1,0,1,0,0,0,0,0,2,2,5,3,0,1,4,0,0,1,3,4,0,1
ZTRD,9 Z Z Z,30054823,0,0,1,2,0,2,3,13,0,1,0,13,5,1,0,3,0,12,0,0,0,0,4,0
ZTRD,9 Z Z Z,30054893,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30054894,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30054895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
ZTRD,9 Z Z Z,30054942,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30054943,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30055042,4,11,4,7,4,7,3,3,14,34,13,12,5,1,0,9,10,3,9,2,7,1,2,15
ZTRD,9 Z Z Z,30055093,2,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30055220,25,11,9,10,22,4,10,12,12,3,22,36,47,4,52,36,12,8,14,5,31,14,6,54
ZTRD,9 Z Z Z,30055497,14,8,15,975,4,7,11,185,147,895,14,1,14,71,14,845,21,76,22,46,23,545,132,965,68,5099999999999,31,95,17,15,18,57,124,435,22,855,17,715,7,14,133,555,25,42,28,855,141,305
ZTRD,9 Z Z Z,30055520,8,2,6,4,12,5,5,8,3,0,0,11,18,4,8,0,2,4,12,4,12,4,6,2
ZTRD,9 Z Z Z,30055521,9,5,4,8,14,4,0,14,5,2,10,8,28,16,12,12,15,5,14,5,7,18,9,17
ZTRD,9 Z Z Z,30055523,2,2,10,2,0,0,11,0,6,1,5,5,7,2,2,18,7,1,5,1,8,5,7,4
ZTRD,9 Z Z Z,30055541,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30055542,0,0,0,0,453,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30055712,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30055713,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30055714,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30056171,124,32,28,21,64,44,106,82,108,44,102,192,243,64,56,72,60,60,75,129,133,122,125,150
ZTRD,9 Z Z Z,30056180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30056299,120,128,32,80,176,96,904,128,152,176,968,288,1328,256,136,128,160,192,936,64,240,200,2608,312
ZTRD,9 Z Z Z,30056300,20,20,0,4,68,0,34,68,4,24,8,160,124,100,20,58,4,52,56,56,12,28,132,32
ZTRD,9 Z Z Z,30057611,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30057649,10,10,0,2,14,0,2,14,2,15,6,75,32,20,10,6,2,26,8,8,6,14,6,16
ZTRD,9 Z Z Z,30057671,5,5,0,1,7,0,1,7,1,6,2,20,16,10,5,3,1,13,104,4,3,7,3,8
ZTRD,9 Z Z Z,30057754,15,16,54,110,22,12,38,16,69,22,71,86,116,32,17,16,20,49,18,58,30,75,76,89
ZTRD,9 Z Z Z,30057755,5,5,0,1,7,0,1,7,1,6,22,50,16,10,5,3,51,13,4,4,3,7,53,8
ZTRD,9 Z Z Z,30057785,5,5,0,1,7,0,54,7,1,6,2,20,16,10,5,3,1,64,4,4,3,7,3,58
ZTRD,9 Z Z Z,30057793,12,13,9,11,16,17,73,65,24,17,23,183,59,26,15,17,20,16,66,11,27,82,23,146
ZTRD,9 Z Z Z,30057794,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30058135,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
ZTRD,9 Z Z Z,30058188,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,9,0,0,6,0,0,0,0
ZTRD,9 Z Z Z,30058189,0,0,0,0,2,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30058230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30058281,39,18,23,12,38,22,24,27,27,24,41,98,120,18,26,35,26,27,31,16,49,43,33,55
ZTRD,9 Z Z Z,30058288,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30058289,8,4,0,0,9,4,2,2,0,2,4,0,8,4,2,2,2,3,7,2,1,15,2,3
ZTRD,9 Z Z Z,30058580,1,0,0,0,4,1,0,0,0,0,0,0,8,1,1,0,2,2,8,0,3,3,0,0
ZTRD,9 Z Z Z,30058962,0,0,0,0,100,20,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0
ZTRD,9 Z Z Z,30059197,4,0,10,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30059387,19,27,21,17,42,23,27,26,23,28,44,86,95,18,27,42,27,33,32,15,47,42,35,56
ZTRD,9 Z Z Z,30059537,196,61,100,39,64,76,138,12,118,64,125,166,166,12,168,112,64,76,74,64,106,64,124,220
ZTRD,9 Z Z Z,30060161,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30060174,160,160,0,32,224,0,632,224,182,192,64,1240,995,437,310,96,32,716,278,278,96,474,596,756
ZTRD,9 Z Z Z,30060244,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30060303,13,3,0,0,0,0,1,20,1,0,2,0,6,4,1,3,1,7,17,1,13,2,2,2
ZTRD,9 Z Z Z,30060405,27,5,20,5,12,18,6,4,2,35,12,11,49,4,23,7,5,10,19,10,37,8,5,36
ZTRD,9 Z Z Z,30060793,34,24,109,18,39,21,123,24,28,138,37,159,217,47,27,135,33,35,135,13,51,140,141,65
ZTRD,9 Z Z Z,30061028,175,128,272,120,216,216,310,272,440,320,478,570,863,388,221,328,241,313,259,264,403,676,428,632
ZTRD,9 Z Z Z,30061158,41,8,5,3,45,7,7,3,6,2,9,47,18,5,49,7,15,11,45,7,6,21,9,53
ZTRD,9 Z Z Z,30061159,0,13,1,5,0,1,1,0,20,12,9,24,1,0,1,0,4,0,2,14,0,1,0,0
ZTRD,9 Z Z Z,30061161,1,1,0,1,1,0,6,1,1,0,3,6,2,0,1,0,2,11,5,0,2,12,1,2
ZTRD,9 Z Z Z,30061199,23,1,2,6,13,4,10,12,8,3,15,22,47,14,11,9,4,9,13,3,27,15,9,15
ZTRD,9 Z Z Z,30061380,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30061662,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30061687,7,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30061710,15,16,4,10,22,12,13,16,119,22,21,236,66,32,17,16,20,24,17,8,30,225,26,39
ZTRD,9 Z Z Z,30061711,15,16,4,10,22,12,13,116,19,22,21,136,66,32,17,116,20,24,17,8,30,325,26,39
ZTRD,9 Z Z Z,30061726,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30061775,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30061784,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30061787,1,0,0,0,0,0,1,0,2,0,2,10,0,0,0,1,0,2,0,0,2,2,2,0
ZTRD,9 Z Z Z,30061788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ZTRD,9 Z Z Z,30061827,40,40,0,56,68,40,252,60,26,248,36,360,128,80,76,224,22,112,256,260,252,56,240,64
ZTRD,9 Z Z Z,30062491,2,0,0,0,0,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30062495,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30062506,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ZTRD,9 Z Z Z,30062531,16,16,4,10,22,62,63,16,19,22,71,86,116,32,17,66,20,74,17,8,80,25,76,89
ZTRD,9 Z Z Z,30062551,3,4,4,1,4,2,26,8,1,0,5,46,43,4,3,4,3,9,30,1,5,6,3,31
ZTRD,9 Z Z Z,30062559,11,43,16,8,101,18,40,6,5,4,40,56,20,8,10,50,6,13,10,2,45,17,48,23
ZTRD,9 Z Z Z,30062564,5,5,0,1,7,0,13,7,13,6,2,44,21,29,5,15,1,13,28,4,3,7,27,20
ZTRD,9 Z Z Z,30062600,42,13,9,11,46,17,48,10,74,47,53,52,119,26,15,47,20,48,16,41,73,58,53,136
ZTRD,9 Z Z Z,30062896,0,2,0,0,0,0,4,2,0,4,6,0,0,1,4,0,1,5,0,0,0,0,4,0
ZTRD,9 Z Z Z,30062955,8,2,6,0,14,2,10,0,1,1,4,2,10,10,4,4,6,16,4,4,4,11,9,32
ZTRD,9 Z Z Z,30063027,19,0,8,3,20,0,0,6,0,0,0,0,0,0,6,10,4,4,4,0,0,0,0,16
ZTRD,9 Z Z Z,30063028,0,2,0,0,1,1,4,3,0,2,0,0,0,0,5,4,4,2,1,0,0,0,0,8
ZTRD,9 Z Z Z,30063032,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,8
ZTRD,9 Z Z Z,30063033,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ZTRD,9 Z Z Z,30063166,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30063545,4,0,0,0,2,11,1,1,9,21,20,5,0,134,30,0,0,35,12,0,1,13,32,10
ZTRD,9 Z Z Z,30063552,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30063745,6,1,0,0,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,3,1,2,1,0
ZTRD,9 Z Z Z,30064436,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30064657,0,0,0,0,19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30064996,142,194,16,82,72,0,138,58,8,74,0,222,427,50,0,16,74,8,58,24,40,258,8,8
ZTRD,9 Z Z Z,30065060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,12,1,1,13,0,1
ZTRD,9 Z Z Z,30065061,5,5,0,1,17,0,8,17,3,6,45,20,18,10,5,13,2,23,24,4,3,7,43,8
ZTRD,9 Z Z Z,30065062,5,5,0,1,7,0,21,7,3,6,2,40,35,10,25,3,22,13,4,4,63,7,3,8
ZTRD,9 Z Z Z,30065098,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30065158,31,32,8,21,44,24,26,32,238,44,242,272,133,64,36,32,40,50,235,16,562,50,52,78
ZTRD,9 Z Z Z,30065455,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30065624,15,16,4,10,22,12,113,16,23,22,21,136,70,32,117,16,22,24,17,8,330,25,26,39
ZTRD,9 Z Z Z,30065653,0,61,0,0,0,0,0,0,88,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30066041,0,20,20,0,0,42,0,20,44,0,28,40,0,1,100,2,0,100,0,14,0,0,35,50
ZTRD,9 Z Z Z,30066904,0,0,3,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30067273,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30067810,0,0,0,1,42,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30068033,1,1,1,10,7,1,4,0,3,2,1,27,22,3,402,28,17,6,9,1,5,3,7,7
ZTRD,9 Z Z Z,30068818,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30068819,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30068820,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30068971,3,5,2,2,4,3,19,5,2,2,10,39,39,8,7,6,8,20,9,2,7,14,10,15
ZTRD,9 Z Z Z,30068972,13,5,2,2,7,5,5,5,2,2,6,33,28,8,12,4,8,20,9,2,7,14,10,16
ZTRD,9 Z Z Z,30069010,0,0,0,0,26,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30069013,0,0,0,1,49,0,4,6,6,0,14,0,0,0,148,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30070259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30071175,16,0,7,66,123,2,5,2,6,7,0,14,7,1,1,0,28,102,1,5,4,6,4,1
ZTRD,9 Z Z Z,30071839,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30071992,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30071993,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30075458,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30076598,68,43,56,6,36,23,6,46,35,23,8,75,113,19,77,46,19,35,51,35,31,35,32,69
ZTRD,9 Z Z Z,30077340,16,2,11,7,20,18,26,5,0,16,0,8,32,40,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30077864,0,0,0,0,79,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30077865,0,0,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30078461,0,2,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30078462,0,2,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30078463,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30078464,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30078557,0,4,0,0,2,0,0,0,0,0,0,10,2,0,4,2,2,0,0,0,0,0,0,14
ZTRD,9 Z Z Z,30079169,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30079533,24,29,9,17,41,27,25,29,19,29,43,90,117,19,20,35,37,18,31,22,55,44,28,55
ZTRD,9 Z Z Z,30081331,0,0,20,20,0,0,0,20,0,0,0,20,38,0,0,40,0,0,0,0,0,0,40,38
ZTRD,9 Z Z Z,30081619,5,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1
ZTRD,9 Z Z Z,30081623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30081626,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30082747,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZTRD,9 Z Z Z,30083376,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30084277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ZTRD,9 Z Z Z,30086466,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
