Ship pt,Product Hierarchy,Part Number,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Algorithm,RMSE,MAPE
ZTRD,TEST,CORONA,10367.0,13828.0,14303.0,18275.0,19559.0,24457.0,28069.0,32892.0,37790.0,48943.0,52608.0,69902.0,AR,1165.81,9.12
