Ship pt,Product Hierarchy,Part Number,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Algorithm,RMSE,MAPE
ZTRD,TEST,CORONA,9309.96,10607.62,11125.98,11019.44,13000.93,12570.32,14285.84,15113.88,15439.18,17017.68,17548.05,18907.65,FNN,538.23,6.46
