Ship pt,Product Hierarchy,Part Number,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Algorithm,RMSE,MAPE
ZTRD,TEST,CORONA,9403.66,9477.66,8431.14,9601.71,9492.7,11428.19,11013.61,12193.75,11608.71,13224.8,13179.91,14508.65,FNN,1230.81,12.58
