ZTRD,3 A D F,10124011,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTRD,3 A G B,10124164,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTRD,3 A G C,10124409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
ZTRD,3 A G E,10125003,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTRD,3 A G F,10125011,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTRD,3 A K E,10125110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
ZTRD,3 A K F,10125164,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,1,2,,,,,,1,1,,,,1,,1,,,,,1,,1,1,,,,1,,,1,,1
ZTRD,3 A L E,10126102,1,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
ZTRD,3 A M E,10126301,,1,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTRD,3 A N E,10126609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,
ZTRD,3 A X B,10127100,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTRD,3 A X C,10127230,1,,,,,,1,1,1,1,,2,,1,1,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,1,,1,,1,1,,,,,1,,,,,,,
ZTRD,3 A X D,10127260,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTRD,3 A X E,10127280,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTRD,3 A X F,10127340,2,,1,1,,3,2,1,,1,1,,,1,1,1,,3,,2,1,1,1,1,3,,,1,,1,1,2,,,,1,2,1,,,,1,1,,1,,2,1,,,2,,,,1,2,2,,,1,
ZTRD,3 B B E,10127370,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
ZTRD,3 B X C,10127405,1,1,1,2,1,1,1,1,2,,,2,,,1,1,1,2,,,,,,3,1,2,,2,3,,3,,3,1,1,1,,,,,2,1,1,,2,,,1,5,2,1,2,,4,,4,,,1,1,
ZTRD,3 B X E,10127410,,,,,1,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,
ZTRD,3 B X F,10127415,,,,,,,,,1,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,
ZTRD,3 C B C,10127420,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,
ZTRD,3 C C A,10127430,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
ZTRD,3 C C E,10127450,1,8,3,1,,,4,2,1,,1,2,2,3,2,3,3,,2,3,2,2,1,1,,2,2,1,1,,,2,2,3,,1,,,,,,,,2,3,1,,1,3,2,3,1,2,,2,1,,,1,1,2
ZTRD,3 C D C,10127470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
ZTRD,3 C X E,10127490,,1,,,,,,2,1,,1,,2,,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,1,,,,1
ZTRD,3 D A A,10127492,,1,1,1,,,,,,,1,,,3,,,1,,1,1,3,,,,1,1,,,1,1,,,,2,1,,,2,,,1,,,,5,,,1,3,3,,,,,,1,1,,,,
ZTRD,3 D A E,10127540,2,3,,,,1,,,,1,,3,,1,1,,,2,,1,,1,1,1,,,1,,,,,,,,,,,1,1,,1,,,1,,,,1,1,,1,1,2,2,,,,1,,1,
ZTRD,3 X A A,10127550,,,,,2,,,,,,,1,,,1,,,,,,,1,,,1,1,1,,,,,,,2,,,,,,,,,,,,,,,2,,,1,,,,,,,,,
ZTRD,3 X A C,10127560,,,,1,,2,2,2,,1,1,2,1,,1,1,,1,1,,,1,2,,,1,,2,,,,,2,,1,2,,,,1,,2,1,,1,,,,1,1,1,1,,,1,1,1,,,,
ZTRD,3 X A E,10127570,2,3,2,,1,,2,1,1,1,,,,2,1,,,1,,1,,,1,,,2,,,,,,,1,,,1,,1,,1,,,2,1,,,,,3,,1,,1,,1,,,,,,1
ZTRD,3 X B A,10127580,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
ZTRD,3 X B C,10127590,,1,,,,,1,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTRD,3 X B E,10127595,,2,2,,,,1,,,2,,,,,1,1,,,,,1,,,1,1,2,,,1,,,,,2,,,1,2,1,,1,1,1,,,,,,3,,,,,,,2,,1,,,
ZTRD,3 X B F,10127600,,1,1,,1,1,1,,2,,,1,,,1,,,1,4,1,,,1,3,,,1,,1,,,,1,1,,1,,,,1,1,2,1,,,,,1,,,2,,,,,,,,,,1
ZTRD,3 X C C,10127610,1,,,,,,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTRD,3 X C E,10127620,1,,,,,,1,,,,,1,1,2,,,,1,1,,,1,,,,1,,,,,,,,,,,1,,2,,1,1,,2,1,,,1,1,,,2,,,1,1,1,,,,
ZTRD,3 X D A,10127630,,,1,,1,1,1,1,,,2,,,1,1,,1,,,,,,,1,,,,,,,,,,,,1,1,,,,1,1,1,,,,,,,,,,1,,,,,,,,
ZTRD,3 X D C,10127650,,2,1,2,1,1,1,,1,,1,,1,1,1,,,,2,,,,,2,3,2,,1,1,1,,,,2,,1,,1,,,1,,,,1,,1,,1,1,,,,,,,1,2,,,1
ZTRD,3 X X C,10127690,,,,,1,,,,,,1,,,,,,,,,,,,1,,1,,1,,1,1,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,
ZTRD,3 X X E,10127750,1,,,1,1,,1,,,1,,,,2,,1,1,,,,1,2,,2,1,,,1,,,,,,2,1,,,,1,,,,,,,,,1,1,1,,,,,,,,,,1,
ZTRD,3 X X F,10127900,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTRD,3 X X G,10127998,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTRD,3 Y Y C,10144026,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTRD,3 Z Z A,10145004,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTRD,3 Z Z B,10154003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,1,,,,,,,,,,
ZTRD,3 Z Z C,10154005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
ZTRD,3 Z Z E,10154006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
ZTRD,4 B X C,10154008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
ZTRD,4 E A C,10154010,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTRD,4 X X C,10155000,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
ZTRD,4 Y Y C,10155001,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTRD,5 A A C,10235200,,2,,1,1,1,1,,,,,,,1,1,,,,1,,1,2,1,,1,,,,,1,,1,1,,,2,,,,,,,,,,,1,,1,,1,,1,,,,,,,,
ZTRD,5 A D C,10235203,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ZTRD,5 A D E,10235204,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ZTRD,5 A E C,10235208,100,,,25,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,
ZTRD,5 A E E,10250762,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTRD,5 A E F,10280015,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
