Ship pt,Product Hierarchy,Part Number,Volume,Intermittency
ZTRD,14 A A C,30113192,low,medium
ZTRD,14 A D C,30113193,low,medium
ZTRD,14 A D E,30113194,low,medium
ZTRD,14 A E C,30113195,low,high
ZTRD,14 A E E,30113196,low,medium
ZTRD,14 A E F,30113197,low,medium
ZTRD,14 A X C,30113198,low,medium
ZTRD,14 A X E,30113199,low,medium
ZTRD,14 S W E,30113200,low,medium
ZTRD,14 X X E,30113201,low,medium
ZTRD,14 Z Z A,30113202,low,medium
ZTRD,14 Z Z C,30113203,low,high
ZTRD,14 Z Z E,30113204,low,medium
ZTRD,14 Z Z H,30113205,low,medium
ZTRD,15 C C J,30113206,low,medium
ZTRD,15 X A G,30113207,low,medium
ZTRD,15 X B G,30113208,low,medium
ZTRD,15 X X G,30113209,low,medium
ZTRD,15 X Y G,30113210,low,medium
ZTRD,15 X Z G,30113211,low,medium
ZTRD,16 D A B,30113212,low,medium
ZTRD,16 D A C,30113213,low,medium
ZTRD,16 D Z B,30113214,low,medium
ZTRD,18 Z Z Z,30113215,low,high
ZTRD,B E 10,30113216,low,medium
ZTRD,G A A A,30113217,low,medium
ZTRD,G A A E,30113218,low,medium
ZTRD,G B A A,30113219,low,medium
ZTRD,G B A E,30113220,low,high
ZTRD,G B D C,30113221,low,medium
ZTRD,S A A A,30113222,low,medium
ZTRD,S A E A,30113223,low,medium
ZTRD,S B A G,30113224,low,high
ZTRD,S B B G,30113225,low,medium
ZTRD,S B C G,30113226,low,medium
ZTRD,S B D G,30113227,low,medium
ZTRD,S B F G,30113228,low,medium
ZTRD,S C A E,30113229,low,medium
ZTRD,9 B C E,30113585,low,high
ZTRD,9 B I F,30113656,low,high
ZTRD,9 B J C,30113657,low,high
ZTRD,9 B J E,30113661,low,high
ZTRD,9 C F E,30113842,low,medium
ZTRD,9 C G E,30114238,medium,medium
ZTRD,9 C G F,30114300,medium,medium
ZTRD,10 A B E,30114549,medium,high
ZTRD,10 A E E,30114952,medium,medium
ZTRD,10 A H E,30115114,low,medium
ZTRD,10 A X E,30115239,medium,high
ZTRD,10 A X F,30115303,medium,medium
ZTRD,10 B A E,30115314,medium,medium
ZTRD,10 B D E,30115382,low,medium
ZTRD,10 S Y G,30116734,low,medium
ZTRD,10 Y Y C,30117071,medium,medium
ZTRD,11 A C E,30117713,medium,high
ZTRD,11 A G E,30119479,low,medium
ZTRD,11 A I B,30119480,low,medium
ZTRD,11 A I C,30119481,low,medium
ZTRD,11 A I E,30119637,low,medium
ZTRD,11 A I F,30119638,low,medium
ZTRD,11 A J B,30119639,low,medium
ZTRD,11 A J C,30119640,low,medium
ZTRD,11 A J E,30119641,low,medium
ZTRD,11 A J F,30120918,low,medium
ZTRD,11 A K C,30121061,low,medium
ZTRD,11 A K E,30122298,medium,high
ZTRD,11 A K F,30122299,low,high
ZTRD,11 A L E,30122300,low,high
ZTRD,11 A M C,30122301,low,medium
ZTRD,11 A M E,30122302,low,medium
ZTRD,11 A P B,30122303,low,medium
ZTRD,11 A P C,30122304,medium,high
ZTRD,11 A P E,30122305,low,high
ZTRD,11 A P F,30122306,medium,high
ZTRD,11 A X C,30122307,low,medium
ZTRD,11 A X E,30122308,low,medium
ZTRD,11 A X F,30122309,low,medium
ZTRD,11 A Y E,30122563,low,medium
ZTRD,11 B A C,30122720,low,medium
ZTRD,11 B A E,30123575,medium,medium
ZTRD,11 B A F,30124002,low,medium
ZTRD,11 B B C,30124358,medium,medium
ZTRD,11 B B E,30125363,low,high
ZTRD,11 B B F,30125364,low,medium
ZTRD,11 B C C,30125365,low,medium
ZTRD,11 B C E,30125368,low,medium
ZTRD,11 B C F,30125369,low,medium
ZTRD,11 B D E,30125372,low,medium
ZTRD,11 B D F,30125375,low,medium
ZTRD,11 B E E,30125516,low,medium
ZTRD,11 B X C,30125527,medium,high
ZTRD,11 B X E,30125713,low,medium
ZTRD,11 B X F,30126017,medium,medium
ZTRD,11 C A E,30126018,low,medium
ZTRD,11 C A Z,30126019,low,high
ZTRD,11 D A C,30126020,low,high
ZTRD,11 D A E,30126094,low,medium
ZTRD,11 D A F,30126095,low,medium
ZTRD,11 D B E,30126096,medium,high
ZTRD,11 D B F,30126097,low,medium
ZTRD,11 D C B,30127731,low,high
ZTRD,11 D C E,30127732,low,medium
ZTRD,11 D D E,30127733,low,high
ZTRD,11 D D F,30127734,low,medium
ZTRD,11 D X E,30127735,low,medium
ZTRD,11 D X F,30127737,low,medium
ZTRD,11 X X C,30127738,low,medium
ZTRD,11 X X E,30127891,low,medium
ZTRD,11 X X F,30127944,medium,medium
ZTRD,11 Y A E,30128420,low,medium
ZTRD,11 Y A F,30129212,medium,high
ZTRD,11 Y Y C,30129215,medium,medium
ZTRD,12 A D B,30129218,low,medium
ZTRD,12 A D C,30129227,medium,medium
ZTRD,12 A D E,30129253,low,medium
ZTRD,12 A D F,30129263,low,medium
ZTRD,12 A G B,30129268,low,high
ZTRD,12 A G C,30129299,medium,medium
ZTRD,12 A G E,30129313,low,medium
ZTRD,12 A G F,30129316,medium,medium
ZTRD,12 A K E,30129519,low,medium
ZTRD,12 A K F,30129775,low,medium
ZTRD,12 A L E,30129829,low,medium
ZTRD,12 A M E,30129830,low,medium
ZTRD,12 A N E,30129843,low,medium
ZTRD,12 A X B,30129844,low,medium
ZTRD,12 A X C,30129946,low,high
ZTRD,12 A X E,30129949,low,high
ZTRD,12 A X F,30129950,low,medium
ZTRD,12 B B E,30130108,low,high
ZTRD,12 B C E,30130110,low,high
ZTRD,12 B X B,30130138,low,medium
ZTRD,12 B X C,30130201,low,medium
ZTRD,12 B X E,30130204,medium,medium
ZTRD,12 B X F,30130207,low,medium
ZTRD,12 C B A,30130210,medium,medium
ZTRD,12 C B B,30131640,low,medium
ZTRD,12 C B C,30131650,low,medium
ZTRD,12 C C A,30133217,low,medium
ZTRD,12 C C E,30133218,low,medium
ZTRD,12 C D C,30133219,low,medium
ZTRD,12 C X E,30133222,low,medium
ZTRD,12 D A A,30133287,low,medium
ZTRD,12 D A E,30133832,low,medium
ZTRD,12 X A A,30133838,low,medium
ZTRD,12 X A C,30133849,medium,medium
ZTRD,12 X A E,30133922,medium,medium
ZTRD,12 X B A,30133924,medium,high
ZTRD,12 X B C,30133929,medium,medium
ZTRD,12 X B E,30134241,low,medium
ZTRD,12 X B F,30134304,medium,medium
ZTRD,12 X C C,30134551,low,medium
ZTRD,12 X C E,30134552,low,medium
ZTRD,12 X D A,30134553,low,medium
ZTRD,12 X D C,30134554,low,medium
ZTRD,12 X X E,30134556,low,medium
ZTRD,12 X X F,30134559,low,medium
ZTRD,12 Y Y C,30134562,low,medium
ZTRD,12 Z Z A,30134563,low,medium
ZTRD,12 Z Z B,30134564,low,medium
ZTRD,12 Z Z C,30134581,medium,medium
ZTRD,12 Z Z E,30134582,medium,medium
ZTRD,12 Z Z F,30134665,low,medium
ZTRD,13 Y Y C,30134935,low,medium
ZTRD,14 A D C,30135156,low,medium
ZTRD,14 A D E,30135157,low,medium
ZTRD,14 A E C,30135158,low,medium
ZTRD,14 A E E,30135212,medium,medium
ZTRD,14 A E F,30135213,medium,high
ZTRD,14 A X C,30135214,medium,medium
ZTRD,14 A X E,30135217,medium,high
ZTRD,14 S W E,30135328,low,medium
ZTRD,14 X X E,30135440,low,medium
ZTRD,15 C C J,30135452,low,high
ZTRD,15 X A G,30135543,medium,medium
ZTRD,15 X B G,30135758,low,medium
ZTRD,15 X X G,30135759,low,medium
ZTRD,15 X Y G,30135763,medium,medium
ZTRD,15 X Z G,30135858,low,medium
ZTRD,16 D A B,30135860,low,medium
ZTRD,16 D A C,30135861,low,medium
ZTRD,16 D A E,30135862,low,medium
ZTRD,16 D Z C,30135863,low,medium
ZTRD,B E 10,30135864,low,high
ZTRD,G A A A,30135865,low,high
ZTRD,G A J E,30135886,low,high
ZTRD,G B A A,30135887,low,medium
ZTRD,G B A E,30135888,low,high
ZTRD,10 B C E,30135889,low,high
ZTRD,10 B E E,30135890,low,high
ZTRD,10 B I F,30136412,low,medium
ZTRD,10 B J C,30137017,low,medium
ZTRD,10 B J E,30137220,low,medium
ZTRD,10 B M C,30137226,low,medium
ZTRD,10 B X C,30137227,low,medium
ZTRD,10 B X G,30137231,low,high
ZTRD,10 C A E,30137557,medium,high
ZTRD,10 B C E,30137854,medium,high
ZTRD,10 B E E,30137886,low,medium
ZTRD,10 B I F,30137923,low,medium
ZTRD,10 B J C,30138080,low,medium
ZTRD,10 B J E,30138087,low,high
ZTRD,10 B M C,30138090,low,high
ZTRD,10 B X C,30138271,low,medium
ZTRD,10 B X G,30138947,low,medium
ZTRD,10 C A E,30138951,low,medium
ZTRD,10 C F E,30141117,low,medium
ZTRD,10 C F F,30141118,low,medium
ZTRD,10 C G E,30141264,low,medium
ZTRD,10 C G F,30141265,low,high
ZTRD,11 A A A,30141272,low,medium
ZTRD,11 A B E,30141491,medium,medium
ZTRD,11 A C E,30142447,medium,medium
ZTRD,11 A D A,30142448,medium,medium
ZTRD,11 A E E,30143502,medium,medium
ZTRD,11 A H E,30144724,low,medium
ZTRD,11 A I E,30147136,low,high
ZTRD,11 A L A,30147142,low,high
ZTRD,11 A L F,30150136,low,medium
ZTRD,11 A X E,30151138,medium,medium
ZTRD,11 A X F,30151233,low,high
ZTRD,11 B A E,30151850,low,high
ZTRD,11 B B B,30151852,low,medium
ZTRD,11 B B E,30157676,medium,medium
ZTRD,11 B D E,30157961,medium,medium
ZTRD,11 C X C,30158852,low,medium
ZTRD,11 S Y G,30160523,low,high
ZTRD,11 Y Y C,30160524,low,high
ZTRD,12 A A E,30160527,low,high
ZTRD,12 A C C,30160529,low,high
ZTRD,12 A C E,30163032,low,high
ZTRD,12 A G C,30163033,low,high
ZTRD,12 A G E,30163037,low,high
ZTRD,12 A I B,30163039,low,medium
ZTRD,12 A I C,30163862,low,high
ZTRD,12 A I E,30163863,low,medium
ZTRD,12 A I F,30163864,low,high
ZTRD,12 A J B,30163865,low,medium
ZTRD,12 A J C,30163871,low,high
ZTRD,12 A J E,30163872,low,high
ZTRD,12 A J F,30163873,low,high
ZTRD,12 A K C,30163874,low,medium
ZTRD,12 A K E,30164988,medium,high
ZTRD,12 A K F,30165311,low,high
ZTRD,12 A L E,30165321,low,medium
ZTRD,12 A M C,30165975,low,medium
ZTRD,12 A M E,30165976,low,medium
ZTRD,12 A P B,30165979,low,medium
ZTRD,12 A P C,30166199,low,medium
ZTRD,12 A P E,30167969,low,medium
ZTRD,12 A P F,412-0021R-NBE,low,medium
ZTRD,12 A X C,412-0051NBE,low,high
ZTRD,12 A X E,412-0051NBEX,low,high
ZTRD,12 A X F,412-0101R,low,medium
ZTRD,12 A Y E,412-0101RCH,low,medium
ZTRD,12 B A E,412-0201R,low,medium
ZTRD,12 B A F,412-0401R,low,high
ZTRD,12 B B C,412-0401RCH,low,high
ZTRD,12 B B E,412-0401RCHX,low,medium
ZTRD,12 B B F,417-0051NBE,medium,medium
ZTRD,12 B C C,417-0051R-NBE,low,high
ZTRD,12 B C E,417-0101R,low,medium
ZTRD,12 B C F,417-0101RCH,low,medium
ZTRD,12 B D B,417-0101RM,low,high
ZTRD,12 B D E,427-0021NBEX,low,medium
ZTRD,12 B D F,427-0021RM-NBE,low,medium
ZTRD,12 B E C,427-0051NBE,low,medium
ZTRD,12 B E E,427-0051NBEX,low,medium
ZTRD,12 B X C,427-0051R-NBE,low,medium
ZTRD,12 B X E,427-0353C,low,medium
ZTRD,12 B X F,427-0506C,low,medium
ZTRD,12 B Y C,427-0506M,low,medium
ZTRD,12 C A A,606-0501RCH,low,medium
ZTRD,12 C A E,610-0101R,low,medium
ZTRD,12 D A C,610-0101RCH,low,medium
ZTRD,12 D A E,610-0201R,low,high
ZTRD,12 D A F,610-0201RM,low,medium
ZTRD,12 D B E,611-0051NBE,low,medium
ZTRD,12 D B F,611-0051R-NBE,low,medium
ZTRD,12 D C C,611-0101R,low,high
ZTRD,12 D C E,611-0101RCH,low,high
ZTRD,12 D D E,611-0101RCHX,low,high
ZTRD,12 D D F,613-0051NBE,low,medium
ZTRD,12 D X C,613-0051R-NBE,low,high
ZTRD,12 D X E,613-0151R,low,high
ZTRD,12 D X F,613-0151RCH,low,high
ZTRD,12 X X C,613-0151RCHX,low,high
ZTRD,12 X X E,615-0051NBE,low,medium
ZTRD,12 X X F,633-0031NBE,low,high
ZTRD,12 Y A C,633-0101R,low,medium
ZTRD,12 Y A E,635-0051NBE,low,medium
ZTRD,12 Y A F,635-0051R-NBE,low,medium
ZTRD,12 Y Y C,635-0101R,low,medium
ZTRD,12 Y Y E,637-0051NBE,low,medium
ZTRD,13 A C C,637-0051R-NBE,low,medium
ZTRD,13 A C F,637-0101R,low,high
ZTRD,13 A D B,637-0101RCH,low,high
ZTRD,13 A D C,642-0501R,low,medium
ZTRD,13 A D E,642-0501RCH,low,high
ZTRD,13 A D F,642-0501RCHX,low,high
ZTRD,13 A G B,676-0201R,low,medium
ZTRD,13 A G C,682-0101R,low,medium
ZTRD,13 A G E,682-0353M,low,medium
ZTRD,13 A G F,687-0051NBE,low,medium
ZTRD,13 A K E,687-0101R,low,medium
ZTRD,13 A K F,691-0353,low,medium
ZTRD,13 A L E,691-0353C,low,medium
ZTRD,13 A M E,691-0506C,low,medium
ZTRD,13 A N E,691-0506M,low,medium
ZTRD,13 A X B,700-4018,low,medium
ZTRD,13 A X C,709-0506C,low,medium
ZTRD,13 A X D,709-0506M,low,medium
ZTRD,13 A X E,711-0201R,low,medium
ZTRD,13 A X F,711-0201RM,low,medium
ZTRD,13 B B E,711-335C,low,medium
ZTRD,13 B X C,962-0001CFP,low,high
ZTRD,13 B X E,962-0001R-CFP,low,high
ZTUS,13 B X F,10016625,low,medium
ZTUS,13 C B C,10016626,low,medium
ZTUS,13 C C A,10022101,low,medium
ZTUS,13 C C E,10022601,low,medium
ZTUS,13 C D C,10022702,low,medium
ZTUS,13 C X E,10024005,low,medium
ZTUS,13 D A A,10024114,low,medium
ZTUS,13 D A E,10025006,low,medium
ZTUS,13 X A A,10026401,low,low
ZTUS,13 X A C,10030340,low,medium
ZTUS,13 X A E,10030405,low,medium
ZTUS,13 X B A,10030415,low,medium
ZTUS,13 X B C,10030450,low,medium
ZTUS,13 X B E,10030492,low,medium
ZTUS,13 X B F,10030540,low,medium
ZTUS,13 X C C,10030550,low,medium
ZTUS,13 X C E,10030560,low,medium
ZTUS,13 X D A,10030570,low,medium
ZTUS,13 X D C,10030590,low,medium
ZTUS,13 X X C,10030595,low,medium
ZTUS,13 X X E,10030600,low,medium
ZTUS,13 X X F,10030620,low,medium
ZTUS,13 X X G,10030630,low,high
ZTUS,13 Y Y C,10030650,low,high
ZTUS,13 Z Z A,10030690,low,medium
ZTUS,13 Z Z B,10030750,low,medium
ZTUS,13 Z Z C,10031570,low,medium
ZTUS,13 Z Z E,10031630,low,medium
ZTUS,14 B X C,10031650,low,medium
ZTUS,14 E A C,10031690,low,medium
ZTUS,14 X X C,10037311,low,medium
ZTUS,14 Y Y C,10037373,low,medium
ZTUS,15 A A C,10054034,low,medium
ZTUS,15 A D C,10057034,low,medium
ZTUS,15 A D E,10057083,low,medium
ZTUS,15 A E C,10102216,low,medium
ZTUS,15 A E E,10102400,low,medium
ZTUS,15 A E F,10102401,low,medium
ZTUS,15 A X C,10105011,low,medium
ZTUS,15 A X E,10113011,low,medium
ZTUS,15 S W E,10115000,low,medium
ZTUS,15 X X E,10118019,low,medium
ZTUS,15 Z Z A,10118420,medium,high
ZTUS,15 Z Z C,10118422,low,medium
ZTUS,15 Z Z E,10118563,low,medium
ZTUS,15 Z Z H,10122290,low,medium
ZTUS,16 C C J,10122334,low,medium
ZTUS,16 X A G,10125155,low,medium
ZTUS,16 X B G,10125164,low,medium
ZTUS,16 X X G,10126617,low,medium
ZTUS,16 X Y G,10127230,low,medium
ZTUS,16 X Z G,10127340,low,medium
ZTUS,17 D A B,10127405,low,medium
ZTUS,17 D A C,10127410,low,medium
ZTUS,17 D Z B,10127415,low,medium
ZTUS,19 Z Z Z,10127420,low,medium
ZTUS,B E 11,10127430,low,medium
ZTUS,G A A A,10127450,low,medium
ZTUS,G A A E,10127490,low,medium
ZTUS,G B A A,10127492,low,medium
ZTUS,G B A E,10127540,low,medium
ZTUS,G B D C,10127550,low,medium
ZTUS,S A A A,10127560,low,medium
ZTUS,S A E A,10127570,low,medium
ZTUS,S B A G,10127590,low,medium
ZTUS,S B B G,10127595,low,medium
ZTUS,S B C G,10127600,low,medium
ZTUS,S B D G,10127620,low,medium
ZTUS,S B F G,10127630,low,medium
ZTUS,S C A E,10127650,low,medium
ZTUS,10 B C E,10127690,low,medium
ZTUS,10 B I F,10127750,low,medium
ZTUS,10 B J C,10127900,low,medium
ZTUS,10 B J E,10144026,low,medium
ZTUS,10 C F E,10154003,low,medium
ZTUS,10 C G E,10154006,low,medium
ZTUS,10 C G F,10154008,low,medium
ZTUS,11 A B E,10154010,low,medium
ZTUS,11 A E E,10154011,low,medium
ZTUS,11 A H E,10155000,low,medium
ZTUS,11 A X E,10155001,low,medium
ZTUS,11 A X F,10235200,medium,medium
ZTUS,11 B A E,10250932,low,medium
ZTUS,11 B D E,10280218,low,medium
ZTUS,11 S Y G,10280265,low,medium
ZTUS,11 Y Y C,10280316,low,medium
ZTUS,12 A C E,10280544,low,low
ZTUS,12 A G E,10290111,low,medium
ZTUS,12 A I B,10290137,low,medium
ZTUS,12 A I C,10290156,low,medium
ZTUS,12 A I E,10290160,low,medium
ZTUS,12 A I F,10290237,low,medium
ZTUS,12 A J B,10290247,low,medium
ZTUS,12 A J C,10290274,low,medium
ZTUS,12 A J E,10290299,low,medium
ZTUS,12 A J F,10290317,medium,high
ZTUS,12 A K C,10290318,medium,medium
ZTUS,12 A K E,10290319,low,medium
ZTUS,12 A K F,10290333,low,medium
ZTUS,12 A L E,10290360,low,medium
ZTUS,12 A M C,10290373,low,medium
ZTUS,12 A M E,10290374,low,medium
ZTUS,12 A P B,10290420,medium,medium
ZTUS,12 A P C,10290476,low,medium
ZTUS,12 A P E,10290496,low,medium
ZTUS,12 A P F,10290566,low,medium
ZTUS,12 A X C,10290599,low,medium
ZTUS,12 A X E,10290600,low,medium
ZTUS,12 A X F,10290647,low,medium
ZTUS,12 A Y E,10290659,low,medium
ZTUS,12 B A C,10290778,low,medium
ZTUS,12 B A E,10290786,low,medium
ZTUS,12 B A F,10290859,medium,high
ZTUS,12 B B C,10300224,low,low
ZTUS,12 B B E,10300225,low,medium
ZTUS,12 B B F,10520629,low,medium
ZTUS,12 B C C,10612003,low,medium
ZTUS,12 B C E,10612004,low,medium
ZTUS,12 B C F,10612051,low,medium
ZTUS,12 B D E,10612064,low,medium
ZTUS,12 B D F,10612068,low,low
ZTUS,12 B E E,10612124,low,medium
ZTUS,12 B X C,10612126,low,medium
ZTUS,12 B X E,10612156,low,medium
ZTUS,12 B X F,10612250,low,medium
ZTUS,12 C A E,10612251,low,medium
ZTUS,12 C A Z,10612252,low,medium
ZTUS,12 D A C,10612256,low,medium
ZTUS,12 D A E,10612340,medium,medium
ZTUS,12 D A F,10612341,medium,medium
ZTUS,12 D B E,10612342,medium,medium
ZTUS,12 D B F,10612343,medium,medium
ZTUS,12 D C B,10612345,medium,medium
ZTUS,12 D C E,10612346,low,medium
ZTUS,12 D D E,10612347,low,medium
ZTUS,12 D D F,10612501,medium,medium
ZTUS,12 D X E,10612502,medium,medium
ZTUS,12 D X F,10612503,medium,medium
ZTUS,12 X X C,10612504,medium,high
ZTUS,12 X X E,10612510,medium,high
ZTUS,12 X X F,10612511,low,medium
ZTUS,12 Y A E,10612512,medium,high
ZTUS,12 Y A F,10612513,high,high
ZTUS,12 Y Y C,10612516,low,medium
ZTUS,13 A D B,10612517,medium,medium
ZTUS,13 A D C,10612518,medium,medium
ZTUS,13 A D E,10612530,low,medium
ZTUS,13 A D F,10612532,medium,medium
ZTUS,13 A G B,10612533,medium,medium
ZTUS,13 A G C,10612534,medium,medium
ZTUS,13 A G E,10612535,medium,low
ZTUS,13 A G F,10612543,low,medium
ZTUS,13 A K E,10612544,low,medium
ZTUS,13 A K F,10612545,low,medium
ZTUS,13 A L E,10612548,low,medium
ZTUS,13 A M E,10612550,low,medium
ZTUS,13 A N E,10612552,medium,high
ZTUS,13 A X B,10612553,low,medium
ZTUS,13 A X C,10612554,medium,high
ZTUS,13 A X E,10612555,medium,medium
ZTUS,13 A X F,10612601,low,medium
ZTUS,13 B B E,10612604,medium,medium
ZTUS,13 B C E,10612605,low,medium
ZTUS,13 B X B,10612622,low,medium
ZTUS,13 B X C,10612624,medium,medium
ZTUS,13 B X E,10612627,low,medium
ZTUS,13 B X F,10612628,low,medium
ZTUS,13 C B A,10612629,low,medium
ZTUS,13 C B B,10612651,low,high
ZTUS,13 C B C,10612670,low,medium
ZTUS,13 C C A,10612673,low,medium
ZTUS,13 C C E,10612674,low,medium
ZTUS,13 C D C,10612675,low,medium
ZTUS,13 C X E,10612680,low,medium
ZTUS,13 D A A,10612686,low,medium
ZTUS,13 D A E,10612687,low,medium
ZTUS,13 X A A,10612704,low,high
ZTUS,13 X A C,10612804,medium,high
ZTUS,13 X A E,10612811,low,medium
ZTUS,13 X B A,10612812,low,medium
ZTUS,13 X B C,10612814,low,medium
ZTUS,13 X B E,10612816,low,medium
ZTUS,13 X B F,10612817,low,medium
ZTUS,13 X C C,10612818,low,medium
ZTUS,13 X C E,10612823,low,medium
ZTUS,13 X D A,10612824,low,medium
ZTUS,13 X D C,10612855,low,medium
ZTUS,13 X X E,10612857,low,medium
ZTUS,13 X X F,10613001,low,medium
ZTUS,13 Y Y C,10613002,medium,medium
ZTUS,13 Z Z A,10613003,medium,medium
ZTUS,13 Z Z B,10613004,low,medium
ZTUS,13 Z Z C,10613005,low,medium
ZTUS,13 Z Z E,10613006,low,medium
ZTUS,13 Z Z F,10613007,low,medium
ZTUS,14 Y Y C,10613009,low,medium
ZTUS,15 A D C,10613011,low,medium
ZTUS,15 A D E,10613012,low,high
ZTUS,15 A E C,10613013,low,medium
ZTUS,15 A E E,10613014,low,medium
ZTUS,15 A E F,10613015,low,medium
ZTUS,15 A X C,10613019,low,medium
ZTUS,15 A X E,10613020,medium,medium
ZTUS,15 S W E,10613022,medium,high
ZTUS,15 X X E,10613029,low,medium
ZTUS,16 C C J,10613030,low,medium
ZTUS,16 X A G,10613031,medium,medium
ZTUS,16 X B G,10613033,low,medium
ZTUS,16 X X G,10613035,medium,medium
ZTUS,16 X Y G,10613036,low,medium
ZTUS,16 X Z G,10613037,low,medium
ZTUS,17 D A B,10613038,medium,medium
ZTUS,17 D A C,10613040,low,medium
ZTUS,17 D A E,10613046,low,medium
ZTUS,17 D Z C,10613048,medium,medium
ZTUS,B E 11,10613049,medium,medium
ZTUS,G A A A,10613052,low,medium
ZTUS,G A J E,10613056,low,medium
ZTUS,G B A A,10613081,low,medium
ZTUS,G B A E,10613086,low,medium
ZTUS,11 B C E,10613100,low,medium
ZTUS,11 B E E,10613101,low,medium
ZTUS,11 B I F,10613102,low,medium
ZTUS,11 B J C,10614006,low,medium
ZTUS,11 B J E,10614007,low,medium
ZTUS,11 B M C,10619001,low,medium
ZTUS,11 B X C,10619003,low,medium
ZTUS,11 B X G,10619007,medium,high
ZTUS,11 C A E,10619011,low,high
ZTUS,11 B C E,10619014,low,medium
ZTUS,11 B E E,10619015,low,medium
ZTUS,11 B I F,10619016,low,low
ZTUS,11 B J C,10619017,low,medium
ZTUS,11 B J E,10619020,low,medium
ZTUS,11 B M C,10619021,low,medium
ZTUS,11 B X C,10619030,low,low
ZTUS,11 B X G,10619040,low,medium
ZTUS,11 C A E,10619050,low,high
ZTUS,11 C F E,10619051,low,high
ZTUS,11 C F F,10619053,low,medium
ZTUS,11 C G E,10619054,low,medium
ZTUS,11 C G F,10619055,low,medium
ZTUS,12 A A A,10619057,low,medium
ZTUS,12 A B E,10619058,low,medium
ZTUS,12 A C E,10619060,low,medium
ZTUS,12 A D A,10619062,low,medium
ZTUS,12 A E E,10619063,low,medium
ZTUS,12 A H E,10619064,low,medium
ZTUS,12 A I E,10619066,low,medium
ZTUS,12 A L A,10619070,low,medium
ZTUS,12 A L F,10619103,low,medium
ZTUS,12 A X E,10619104,medium,medium
ZTUS,12 A X F,10619116,low,medium
ZTUS,12 B A E,10619140,low,medium
ZTUS,12 B B B,10619143,low,medium
ZTUS,12 B B E,10619147,low,medium
ZTUS,12 B D E,10619153,low,medium
ZTUS,12 C X C,10619160,low,medium
ZTUS,12 S Y G,10619162,medium,medium
ZTUS,12 Y Y C,10619163,low,medium
ZTUS,13 A A E,10619164,low,medium
ZTUS,13 A C C,10619165,low,medium
ZTUS,13 A C E,10619167,low,medium
ZTUS,13 A G C,10619168,low,medium
ZTUS,13 A G E,10619171,low,medium
ZTUS,13 A I B,10619173,low,medium
ZTUS,13 A I C,10619174,low,medium
ZTUS,13 A I E,10619182,low,medium
ZTUS,13 A I F,10619183,low,high
ZTUS,13 A J B,10619184,low,medium
ZTUS,13 A J C,10619185,medium,medium
ZTUS,13 A J E,10619190,low,medium
ZTUS,13 A J F,10619191,medium,medium
ZTUS,13 A K C,10619195,low,medium
ZTUS,13 A K E,10619196,medium,high
ZTUS,13 A K F,10619197,low,medium
ZTUS,13 A L E,10619198,low,medium
ZTUS,13 A M C,10619200,low,medium
ZTUS,13 A M E,10619205,low,medium
ZTUS,13 A P B,10619212,low,medium
ZTUS,13 A P C,10619215,low,medium
ZTUS,13 A P E,10619221,low,medium
ZTUS,13 A P F,10619245,low,medium
ZTUS,13 A X C,10619246,low,medium
ZTUS,13 A X E,10619267,low,medium
ZTUS,13 A X F,10619301,low,medium
ZTUS,13 A Y E,10619303,low,medium
ZTUS,13 B A E,10619310,low,medium
ZTUS,13 B A F,10619312,low,medium
ZTUS,13 B B C,10619321,low,medium
ZTUS,13 B B E,10619323,low,high
ZTUS,13 B B F,10619326,low,medium
ZTUS,13 B C C,10619327,low,medium
ZTUS,13 B C E,10619328,low,medium
ZTUS,13 B C F,10619339,low,medium
ZTUS,13 B D B,10619341,low,medium
ZTUS,13 B D E,10619343,low,medium
ZTUS,13 B D F,10619344,low,medium
ZTUS,13 B E C,10619345,low,medium
ZTUS,13 B E E,10619346,low,medium
ZTUS,13 B X C,10619356,low,high
ZTUS,13 B X E,10619360,low,medium
ZTUS,13 B X F,10619361,low,medium
ZTUS,13 B Y C,10619401,low,medium
ZTUS,13 C A A,10619402,medium,medium
ZTUS,13 C A E,10619403,medium,medium
ZTUS,13 D A C,10619404,medium,medium
ZTUS,13 D A E,10619405,low,medium
ZTUS,13 D A F,10619406,medium,high
ZTUS,13 D B E,10619408,medium,medium
ZTUS,13 D B F,10619410,medium,medium
ZTUS,13 D C C,10619412,low,medium
ZTUS,13 D C E,10619414,medium,medium
ZTUS,13 D D E,10619416,low,medium
ZTUS,13 D D F,10619417,medium,high
ZTUS,13 D X C,10619426,medium,low
ZTUS,13 D X E,10619427,medium,medium
ZTUS,13 D X F,10619432,low,medium
ZTUS,13 X X C,10619434,low,medium
ZTUS,13 X X E,10619439,medium,high
ZTUS,13 X X F,10619440,low,medium
ZTUS,13 Y A C,10619450,low,medium
ZTUS,13 Y A E,10619451,low,medium
ZTUS,13 Y A F,10619452,low,medium
ZTUS,13 Y Y C,10619453,low,medium
ZTUS,13 Y Y E,10619456,low,medium
ZTUS,14 A C C,10619457,low,medium
ZTUS,14 A C F,10619460,medium,medium
ZTUS,14 A D B,10619461,low,high
ZTUS,14 A D C,10619463,low,medium
ZTUS,14 A D E,10619464,low,medium
ZTUS,14 A D F,10619467,low,medium
ZTUS,14 A G B,10619482,low,medium
ZTUS,14 A G C,10619483,low,high
