Ship pt,Product Hierarchy,Part Number,Volume,Intermittency
ZTRD,6 B X C,30019207,low,medium
ZTRD,6 B X E,30019208,low,medium
ZTRD,6 B X F,30019295,low,medium
ZTRD,6 C A E,30019298,low,medium
ZTRD,6 C A Z,30019299,low,medium
ZTRD,6 D A C,30019459,low,medium
ZTRD,6 D A E,30019579,low,medium
ZTRD,6 D A F,30019618,low,medium
ZTRD,6 D B E,30019639,low,medium
ZTRD,6 D B F,30019668,low,medium
ZTRD,6 D C B,30019669,low,medium
ZTRD,6 D C E,30019767,low,medium
ZTRD,6 D D E,30019777,low,medium
ZTRD,6 D D F,30019778,low,medium
ZTRD,6 D X E,30019821,low,medium
ZTRD,6 D X F,30019823,low,medium
ZTRD,6 X X C,30019824,low,medium
ZTRD,6 X X E,30019825,low,medium
ZTRD,6 X X F,30019865,low,medium
ZTRD,6 Y A E,30019948,low,medium
ZTRD,6 Y A F,30019980,low,medium
ZTRD,6 Y Y C,30019985,medium,medium
ZTRD,7 A D B,30019986,low,high
ZTRD,7 A D C,30019987,low,low
ZTRD,7 A D E,30019993,low,medium
ZTRD,7 A D F,30019994,low,medium
ZTRD,7 A G B,30019995,low,high
ZTRD,7 A G C,30020001,low,medium
ZTRD,7 A G E,30020005,low,medium
ZTRD,7 A G F,30020006,low,medium
ZTRD,7 A K E,30020042,low,high
ZTRD,7 A K F,30020043,low,medium
ZTRD,7 A L E,30020044,low,medium
ZTRD,7 A M E,30020045,low,medium
ZTRD,7 A N E,30020050,low,medium
ZTRD,7 A X B,30020051,low,medium
ZTRD,7 A X C,30020052,low,high
ZTRD,7 A X E,30020054,low,medium
ZTRD,7 A X F,30020058,low,medium
ZTRD,7 B B E,30020059,low,medium
ZTRD,7 B C E,30020060,low,medium
ZTRD,7 B X B,30020061,low,medium
ZTRD,7 B X C,30020062,low,medium
ZTRD,7 B X E,30020063,low,medium
ZTRD,7 B X F,30020064,low,high
ZTRD,7 C B A,30020065,low,medium
ZTRD,7 C B B,30020067,low,medium
ZTRD,7 C B C,30020068,low,high
ZTRD,7 C C A,30020069,low,medium
ZTRD,7 C C E,30020070,low,medium
ZTRD,7 C D C,30020071,low,medium
ZTRD,7 C X E,30020072,low,medium
ZTRD,7 D A A,30020073,low,medium
ZTRD,7 D A E,30020074,low,medium
ZTRD,7 X A A,30020076,low,medium
ZTRD,7 X A C,30020077,low,medium
ZTRD,7 X A E,30020078,low,medium
ZTRD,7 X B A,30020080,low,high
ZTRD,7 X B C,30020081,low,medium
ZTRD,7 X B E,30020082,low,medium
ZTRD,7 X B F,30020083,low,high
ZTRD,7 X C C,30020084,low,medium
ZTRD,7 X C E,30020085,low,high
ZTRD,7 X D A,30020087,low,medium
ZTRD,7 X D C,30020088,low,medium
ZTRD,7 X X E,30020089,low,medium
ZTRD,7 X X F,30020091,low,medium
ZTRD,7 Y Y C,30020092,low,medium
ZTRD,7 Z Z A,30020093,low,medium
ZTRD,7 Z Z B,30020094,low,medium
ZTRD,7 Z Z C,30020095,low,medium
ZTRD,7 Z Z E,30020097,low,medium
ZTRD,7 Z Z F,30020099,low,medium
ZTRD,8 Y Y C,30020100,low,medium
ZTRD,9 A D C,30020154,low,high
ZTRD,9 A D E,30020360,low,medium
ZTRD,9 A E C,30020386,low,medium
ZTRD,9 A E E,30020410,low,medium
ZTRD,9 A E F,30020477,low,medium
ZTRD,9 A X C,30020478,low,medium
ZTRD,9 A X E,30020505,low,medium
ZTRD,9 S W E,30020610,low,medium
ZTRD,9 X X E,30020641,low,high
ZTRD,10 C C J,30020644,medium,medium
ZTRD,10 X A G,30020666,low,high
ZTRD,10 X B G,30020668,low,high
ZTRD,10 X X G,30020669,low,high
ZTRD,10 X Y G,30020673,low,medium
ZTRD,10 X Z G,30020700,medium,medium
ZTRD,11 D A B,30020729,medium,high
ZTRD,11 D A C,30020734,low,high
ZTRD,11 D A E,30020737,low,medium
ZTRD,11 D Z C,30020744,low,high
ZTRD,B E 05,30020747,medium,medium
ZTRD,G A A A,30020748,medium,medium
ZTRD,G A J E,30020761,low,medium
ZTRD,G B A A,30020763,low,medium
ZTRD,G B A E,30020770,low,medium
ZTRD,5 B C E,30020785,low,medium
ZTRD,5 B E E,30020793,medium,medium
ZTRD,5 B I F,30020804,low,medium
ZTRD,5 B J C,30020808,low,medium
ZTRD,5 B J E,30020810,low,medium
ZTRD,5 B M C,30020823,low,medium
ZTRD,5 B X C,30020827,low,medium
ZTRD,5 B X G,30020828,low,medium
ZTRD,5 C A E,30020860,low,medium
ZTRD,5 B C E,30021174,low,medium
ZTRD,5 B E E,30021175,low,medium
ZTRD,5 B I F,30021178,low,medium
ZTRD,5 B J C,30021180,low,medium
ZTRD,5 B J E,30021343,low,medium
ZTRD,5 B M C,30021424,low,medium
ZTRD,5 B X C,30021773,low,medium
ZTRD,5 B X G,30021774,low,high
ZTRD,5 C A E,30021793,low,low
ZTRD,5 C F E,30021794,low,medium
ZTRD,5 C F F,30021967,low,high
ZTRD,5 C G E,30021971,low,high
ZTRD,5 C G F,30022095,low,medium
ZTRD,6 A A A,30022097,low,medium
ZTRD,6 A B E,30022135,low,medium
ZTRD,6 A C E,30022183,low,medium
ZTRD,6 A D A,30022197,low,low
ZTRD,6 A E E,30022198,low,medium
ZTRD,6 A H E,30022201,low,medium
ZTRD,6 A I E,30022202,low,medium
ZTRD,6 A L A,30022298,low,medium
ZTRD,6 A L F,30022414,low,medium
ZTRD,6 A X E,30022480,low,medium
ZTRD,6 A X F,30022913,low,medium
ZTRD,6 B A E,30022918,medium,medium
ZTRD,6 B B B,30022932,low,medium
ZTRD,6 B B E,30022944,low,medium
ZTRD,6 B D E,30022971,low,medium
ZTRD,6 C X C,30023114,high,medium
ZTRD,6 S Y G,30023343,medium,high
ZTRD,6 Y Y C,30023345,low,medium
ZTRD,7 A A E,30023348,low,medium
ZTRD,7 A C C,30023352,low,medium
ZTRD,7 A C E,30023353,low,medium
ZTRD,7 A G C,30023354,low,medium
ZTRD,7 A G E,30023415,low,medium
ZTRD,7 A I B,30023420,low,medium
ZTRD,7 A I C,30023421,low,high
ZTRD,7 A I E,30023459,low,medium
ZTRD,7 A I F,30023536,low,medium
ZTRD,7 A J B,30023543,low,high
ZTRD,7 A J C,30023558,low,low
ZTRD,7 A J E,30023579,low,medium
ZTRD,7 A J F,30023613,low,medium
ZTRD,7 A K C,30023614,low,medium
ZTRD,7 A K E,30023615,low,medium
ZTRD,7 A K F,30023616,low,medium
ZTRD,7 A L E,30023847,medium,medium
ZTRD,7 A M C,30023881,low,medium
ZTRD,7 A M E,30024075,low,high
ZTRD,7 A P B,30024076,low,medium
ZTRD,7 A P C,30024077,low,medium
ZTRD,7 A P E,30024078,low,medium
ZTRD,7 A P F,30024085,low,medium
ZTRD,7 A X C,30024126,low,medium
ZTRD,7 A X E,30024128,low,medium
ZTRD,7 A X F,30024139,low,medium
ZTRD,7 A Y E,30024162,low,high
ZTRD,7 B A E,30024284,low,medium
ZTRD,7 B A F,30024286,low,medium
ZTRD,7 B B C,30024287,low,medium
ZTRD,7 B B E,30024288,low,medium
ZTRD,7 B B F,30024343,low,medium
ZTRD,7 B C C,30024355,low,medium
ZTRD,7 B C E,30024555,low,high
ZTRD,7 B C F,30024922,low,medium
ZTRD,7 B D B,30024927,low,medium
ZTRD,7 B D E,30024938,low,medium
ZTRD,7 B D F,30025014,low,medium
ZTRD,7 B E C,30025015,low,medium
ZTRD,7 B E E,30025054,low,high
ZTRD,7 B X C,30025056,low,medium
ZTRD,7 B X E,30025058,low,medium
ZTRD,7 B X F,30025076,low,medium
ZTRD,7 B Y C,30025093,low,medium
ZTRD,7 C A A,30025108,low,medium
ZTRD,7 C A E,30025211,low,medium
ZTRD,7 D A C,30025213,low,medium
ZTRD,7 D A E,30025217,low,high
ZTRD,7 D A F,30025219,low,medium
ZTRD,7 D B E,30025394,low,medium
ZTRD,7 D B F,30025511,medium,medium
ZTRD,7 D C C,30025512,low,medium
ZTRD,7 D C E,30025536,low,medium
ZTRD,7 D D E,30025579,low,medium
ZTRD,7 D D F,30025666,low,medium
ZTRD,7 D X C,30025667,low,low
ZTRD,7 D X E,30025669,low,high
ZTRD,7 D X F,30025670,medium,medium
ZTRD,7 X X C,30025706,low,high
ZTRD,7 X X E,30025709,low,high
ZTRD,7 X X F,30025712,low,high
ZTRD,7 Y A C,30025714,medium,high
ZTRD,7 Y A E,30025716,medium,medium
ZTRD,7 Y A F,30025718,low,medium
ZTRD,7 Y Y C,30025720,low,medium
ZTRD,7 Y Y E,30025724,low,medium
ZTRD,8 A C C,30025727,low,medium
ZTRD,8 A C F,30025729,low,medium
ZTRD,8 A D B,30025731,low,medium
ZTRD,8 A D C,30025820,low,medium
ZTRD,8 A D E,30025822,medium,high
ZTRD,8 A D F,30025824,medium,medium
ZTRD,8 A G B,30025886,low,medium
ZTRD,8 A G C,30026039,low,medium
ZTRD,8 A G E,30026128,low,medium
ZTRD,8 A G F,30026129,low,medium
ZTRD,8 A K E,30026130,low,low
ZTRD,8 A K F,30026131,low,high
ZTRD,8 A L E,30026134,low,medium
ZTRD,8 A M E,30026137,low,medium
ZTRD,8 A N E,30026138,low,medium
ZTRD,8 A X B,30026141,low,medium
ZTRD,8 A X C,30026142,low,medium
ZTRD,8 A X D,30026157,low,medium
ZTRD,8 A X E,30026158,low,medium
ZTRD,8 A X F,30026159,low,medium
ZTRD,8 B B E,30026160,medium,medium
ZTRD,8 B X C,30026161,low,medium
ZTRD,8 B X E,30026162,low,medium
ZTRD,8 B X F,30026165,medium,medium
ZTRD,8 C B C,30026166,low,medium
ZTRD,8 C C A,30026310,low,medium
ZTRD,8 C C E,30026358,low,high
ZTRD,8 C D C,30026360,medium,medium
ZTRD,8 C X E,30026377,low,medium
ZTRD,8 D A A,30026470,low,medium
ZTRD,8 D A E,30026473,low,medium
ZTRD,8 X A A,30026488,low,low
ZTRD,8 X A C,30026497,low,medium
ZTRD,8 X A E,30026530,low,medium
ZTRD,8 X B A,30026590,low,medium
ZTRD,8 X B C,30026605,low,low
ZTRD,8 X B E,30026780,low,high
ZTRD,8 X B F,30026801,low,medium
ZTRD,8 X C C,30026919,low,medium
ZTRD,8 X C E,30026922,low,low
ZTRD,8 X D A,30026925,low,high
ZTRD,8 X D C,30026953,low,medium
ZTRD,8 X X C,30026954,low,medium
ZTRD,8 X X E,30026955,low,medium
ZTRD,8 X X F,30027021,low,medium
ZTRD,8 X X G,30027046,low,medium
ZTRD,8 Y Y C,30027047,low,medium
ZTRD,8 Z Z A,30027292,low,high
ZTRD,8 Z Z B,30027294,low,medium
ZTRD,8 Z Z C,30027295,low,medium
ZTRD,8 Z Z E,30027297,low,medium
ZTRD,9 B X C,30027313,low,medium
ZTRD,9 E A C,30027324,low,medium
ZTRD,9 X X C,30027365,low,medium
ZTRD,9 Y Y C,30027426,low,high
ZTRD,10 A A C,30027427,low,medium
ZTRD,10 A D C,30027560,low,medium
ZTRD,10 A D E,30028248,low,medium
ZTRD,10 A E C,30028251,low,medium
ZTRD,10 A E E,30028252,low,medium
ZTRD,10 A E F,30028484,low,medium
ZTRD,10 A X C,30028575,low,medium
ZTRD,10 A X E,30028639,low,medium
ZTRD,10 S W E,30028642,low,low
ZTRD,10 X X E,30028715,medium,high
ZTRD,10 Z Z A,30028798,low,medium
ZTRD,10 Z Z C,30028800,low,medium
ZTRD,10 Z Z E,30028810,low,medium
ZTRD,10 Z Z H,30028811,low,medium
ZTRD,11 C C J,30028889,low,medium
ZTRD,11 X A G,30028890,low,medium
ZTRD,11 X B G,30028955,low,medium
ZTRD,11 X X G,30028959,low,medium
ZTRD,11 X Y G,30028965,low,medium
ZTRD,11 X Z G,30028974,low,medium
ZTRD,12 D A B,30028976,low,medium
ZTRD,12 D A C,30028978,low,high
ZTRD,12 D Z B,30028979,medium,high
ZTRD,14 Z Z Z,30028980,low,high
ZTRD,B E 06,30028981,medium,high
ZTRD,G A A A,30028983,low,low
ZTRD,G A A E,30028986,low,medium
ZTRD,G B A A,30028995,low,medium
ZTRD,G B A E,30028997,low,medium
ZTRD,G B D C,30029000,low,medium
ZTRD,S A A A,30029269,low,medium
ZTRD,S A E A,30029280,low,medium
ZTRD,S B A G,30029302,low,medium
ZTRD,S B B G,30029311,low,medium
ZTRD,S B C G,30029477,low,medium
ZTRD,S B D G,30029802,low,medium
ZTRD,S B F G,30030000,low,high
ZTRD,S C A E,30030002,low,medium
ZTRD,5 B C E,30030005,low,medium
ZTRD,5 B I F,30030006,low,medium
ZTRD,5 B J C,30030007,low,medium
ZTRD,5 B J E,30030116,low,medium
ZTRD,5 C F E,30030118,low,medium
ZTRD,5 C G E,30030119,low,medium
ZTRD,5 C G F,30030121,low,medium
ZTRD,6 A B E,30030127,low,medium
ZTRD,6 A E E,30030218,low,medium
ZTRD,6 A H E,30030295,low,medium
ZTRD,6 A X E,30030432,low,medium
ZTRD,6 A X F,30030575,low,high
ZTRD,6 B A E,30030576,low,high
ZTRD,6 B D E,30030578,low,medium
ZTRD,6 S Y G,30030580,low,medium
ZTRD,6 Y Y C,30030581,low,medium
ZTRD,7 A C E,30030636,low,medium
ZTRD,7 A G E,30030835,low,medium
ZTRD,7 A I B,30031036,low,medium
ZTRD,7 A I C,30031038,low,medium
ZTRD,7 A I E,30031042,low,medium
ZTRD,7 A I F,30031043,low,high
ZTRD,7 A J B,30031044,low,medium
ZTRD,7 A J C,30031045,low,medium
ZTRD,7 A J E,30031046,low,high
ZTRD,7 A J F,30031047,low,high
ZTRD,7 A K C,30031060,low,medium
ZTRD,7 A K E,30031061,low,high
ZTRD,7 A K F,30031062,medium,medium
ZTRD,7 A L E,30031135,low,high
ZTRD,7 A M C,30031200,low,medium
ZTRD,7 A M E,30031264,low,medium
ZTRD,7 A P B,30032023,low,medium
ZTRD,7 A P C,30032024,low,medium
ZTRD,7 A P E,30032026,low,medium
ZTRD,7 A P F,30032027,low,medium
ZTRD,7 A X C,30032028,low,high
ZTRD,7 A X E,30032031,medium,medium
ZTRD,7 A X F,30032032,low,medium
ZTRD,7 A Y E,30032034,medium,medium
ZTRD,7 B A C,30032048,low,medium
ZTRD,7 B A E,30032060,low,medium
ZTRD,7 B A F,30032061,low,medium
ZTRD,7 B B C,30032062,low,medium
ZTRD,7 B B E,30032063,low,medium
ZTRD,7 B B F,30032066,low,medium
ZTRD,7 B C C,30032067,low,medium
ZTRD,7 B C E,30032114,medium,medium
ZTRD,7 B C F,30032115,medium,high
ZTRD,7 B D E,30032172,medium,medium
ZTRD,7 B D F,30032213,low,medium
ZTRD,7 B E E,30032214,low,medium
ZTRD,7 B X C,30032270,low,medium
ZTRD,7 B X E,30032271,low,medium
ZTRD,7 B X F,30032549,low,medium
ZTRD,7 C A E,30032551,low,medium
ZTRD,7 C A Z,30032552,low,medium
ZTRD,7 D A C,30032553,low,medium
ZTRD,7 D A E,30032555,low,medium
ZTRD,7 D A F,30032564,low,medium
ZTRD,7 D B E,30032585,low,medium
ZTRD,7 D B F,30032586,low,medium
ZTRD,7 D C B,30032614,low,medium
ZTRD,7 D C E,30032615,low,medium
ZTRD,7 D D E,30032734,low,medium
ZTRD,7 D D F,30032770,low,low
ZTRD,7 D X E,30032860,low,medium
ZTRD,7 D X F,30033172,low,medium
ZTRD,7 X X C,30033174,low,medium
ZTRD,7 X X E,30033263,low,medium
ZTRD,7 X X F,30033274,low,medium
ZTRD,7 Y A E,30033345,low,medium
ZTRD,7 Y A F,30033346,low,low
ZTRD,7 Y Y C,30033350,low,medium
ZTRD,8 A D B,30033452,low,medium
ZTRD,8 A D C,30033458,low,medium
ZTRD,8 A D E,30033468,low,medium
ZTRD,8 A D F,30033469,low,medium
ZTRD,8 A G B,30033470,low,medium
ZTRD,8 A G C,30033485,low,medium
ZTRD,8 A G E,30033703,low,medium
ZTRD,8 A G F,30033704,low,medium
ZTRD,8 A K E,30033759,low,medium
ZTRD,8 A K F,30033827,low,high
ZTRD,8 A L E,30033828,low,high
ZTRD,8 A M E,30033829,low,medium
ZTRD,8 A N E,30033830,low,medium
ZTRD,8 A X B,30033831,low,medium
ZTRD,8 A X C,30033835,low,medium
ZTRD,8 A X E,30033837,low,medium
ZTRD,8 A X F,30033838,low,medium
ZTRD,8 B B E,30033839,low,high
ZTRD,8 B C E,30033841,low,medium
ZTRD,8 B X B,30033842,low,medium
ZTRD,8 B X C,30033845,low,medium
ZTRD,8 B X E,30033846,low,low
ZTRD,8 B X F,30033847,low,medium
ZTRD,8 C B A,30033849,low,high
ZTRD,8 C B B,30033912,low,medium
ZTRD,8 C B C,30033939,low,medium
ZTRD,8 C C A,30034051,low,medium
ZTRD,8 C C E,30034052,low,medium
ZTRD,8 C D C,30034054,low,medium
ZTRD,8 C X E,30034064,low,high
ZTRD,8 D A A,30034066,low,medium
ZTRD,8 D A E,30034067,low,medium
ZTRD,8 X A A,30034070,low,medium
ZTRD,8 X A C,30034075,low,medium
ZTRD,8 X A E,30034077,low,medium
ZTRD,8 X B A,30034079,low,medium
ZTRD,8 X B C,30034160,low,medium
ZTRD,8 X B E,30034163,low,medium
ZTRD,8 X B F,30034177,low,medium
ZTRD,8 X C C,30034178,low,medium
ZTRD,8 X C E,30034209,medium,medium
ZTRD,8 X D A,30034245,low,medium
ZTRD,8 X D C,30034247,low,medium
ZTRD,8 X X E,30034248,low,medium
ZTRD,8 X X F,30034249,low,medium
ZTRD,8 Y Y C,30034250,low,medium
ZTRD,8 Z Z A,30034251,low,high
ZTRD,8 Z Z B,30034260,low,medium
ZTRD,8 Z Z C,30034283,low,medium
ZTRD,8 Z Z E,30034286,low,medium
ZTRD,8 Z Z F,30034287,medium,high
ZTRD,9 Y Y C,30034520,low,medium
ZTRD,10 A D C,30034624,low,medium
ZTRD,10 A D E,30034629,low,medium
ZTRD,10 A E C,30034663,low,medium
ZTRD,10 A E E,30034891,low,medium
ZTRD,10 A E F,30034958,low,medium
ZTRD,10 A X C,30035022,low,medium
ZTRD,10 A X E,30035267,low,medium
ZTRD,10 S W E,30035421,low,medium
ZTRD,10 X X E,30035428,low,medium
ZTRD,11 C C J,30035608,low,medium
ZTRD,11 X A G,30035817,low,high
ZTRD,11 X B G,30035818,low,medium
ZTRD,11 X X G,30035819,medium,medium
ZTRD,11 X Y G,30035820,low,medium
ZTRD,11 X Z G,30035829,low,medium
ZTRD,12 D A B,30035892,medium,medium
ZTRD,12 D A C,30036268,low,high
ZTRD,12 D A E,30036430,low,medium
ZTRD,12 D Z C,30036433,low,medium
ZTRD,B E 06,30036536,low,medium
ZTRD,G A A A,30036583,low,medium
ZTRD,G A J E,30036584,low,medium
ZTRD,G B A A,30036664,low,medium
ZTRD,G B A E,30036667,low,medium
ZTRD,6 B C E,30036669,low,high
ZTRD,6 B E E,30036682,low,medium
ZTRD,6 B I F,30036683,low,medium
ZTRD,6 B J C,30036690,low,medium
ZTRD,6 B J E,30036693,low,medium
ZTRD,6 B M C,30036695,low,medium
ZTRD,6 B X C,30036716,low,medium
ZTRD,6 B X G,30036717,low,medium
ZTRD,6 C A E,30036744,low,medium
ZTRD,6 B C E,30036751,low,medium
ZTRD,6 B E E,30036756,low,medium
ZTRD,6 B I F,30036822,low,medium
ZTRD,6 B J C,30036824,low,medium
ZTRD,6 B J E,30036830,low,medium
ZTRD,6 B M C,30036832,low,medium
ZTRD,6 B X C,30036838,medium,medium
ZTRD,6 B X G,30037099,low,medium
ZTRD,6 C A E,30037100,low,medium
ZTRD,6 C F E,30037105,low,medium
ZTRD,6 C F F,30037107,low,medium
ZTRD,6 C G E,30037108,low,medium
ZTRD,6 C G F,30037111,low,medium
ZTRD,7 A A A,30037131,low,medium
ZTRD,7 A B E,30037140,low,medium
ZTRD,7 A C E,30037142,low,medium
ZTRD,7 A D A,30037153,low,medium
ZTRD,7 A E E,30037254,low,medium
ZTRD,7 A H E,30037258,low,medium
ZTRD,7 A I E,30037274,low,medium
ZTRD,7 A L A,30037306,low,medium
ZTRD,7 A L F,30037430,low,medium
ZTRD,7 A X E,30037560,low,medium
ZTRD,7 A X F,30037619,low,medium
ZTRD,7 B A E,30037686,low,medium
ZTRD,7 B B B,30037688,low,medium
ZTRD,7 B B E,30037689,low,medium
ZTRD,7 B D E,30037700,low,medium
ZTRD,7 C X C,30037701,low,medium
ZTRD,7 S Y G,30037986,low,medium
ZTRD,7 Y Y C,30038113,low,medium
ZTRD,8 A A E,30038451,low,medium
ZTRD,8 A C C,30038460,low,medium
ZTRD,8 A C E,30038486,low,medium
ZTRD,8 A G C,30038487,low,medium
ZTRD,8 A G E,30038489,low,medium
ZTRD,8 A I B,30038491,low,medium
ZTRD,8 A I C,30038494,low,medium
ZTRD,8 A I E,30038513,low,medium
ZTRD,8 A I F,30038526,low,medium
ZTRD,8 A J B,30038536,low,medium
ZTRD,8 A J C,30038540,low,medium
ZTRD,8 A J E,30038542,low,medium
ZTRD,8 A J F,30038544,low,medium
ZTRD,8 A K C,30038545,low,medium
ZTRD,8 A K E,30038571,low,medium
ZTRD,8 A K F,30038606,medium,medium
ZTRD,8 A L E,30038607,medium,high
ZTRD,8 A M C,30038608,medium,high
ZTRD,8 A M E,30038609,medium,medium
ZTRD,8 A P B,30038610,medium,high
ZTRD,8 A P C,30038611,medium,high
ZTRD,8 A P E,30038612,medium,high
ZTRD,8 A P F,30038613,medium,medium
ZTRD,8 A X C,30038614,medium,high
ZTRD,8 A X E,30038616,medium,high
ZTRD,8 A X F,30038617,medium,medium
ZTRD,8 A Y E,30038618,medium,high
ZTRD,8 B A E,30038619,medium,high
ZTRD,8 B A F,30038620,medium,medium
ZTRD,8 B B C,30038758,low,medium
ZTRD,8 B B E,30038770,low,medium
ZTRD,8 B B F,30038799,low,high
ZTRD,8 B C C,30038839,low,medium
ZTRD,8 B C E,30038841,low,medium
ZTRD,8 B C F,30038842,low,medium
ZTRD,8 B D B,30038873,low,medium
ZTRD,8 B D E,30038901,low,medium
ZTRD,8 B D F,30038904,low,medium
ZTRD,8 B E C,30038948,low,medium
ZTRD,8 B E E,30039028,low,medium
ZTRD,8 B X C,30039087,medium,medium
ZTRD,8 B X E,30039135,low,low
ZTRD,8 B X F,30039137,low,high
ZTRD,8 B Y C,30039341,medium,medium
ZTRD,8 C A A,30039342,medium,medium
ZTRD,8 C A E,30039513,low,medium
ZTRD,8 D A C,30039551,low,medium
ZTRD,8 D A E,30039553,low,low
ZTRD,8 D A F,30039708,low,medium
ZTRD,8 D B E,30039823,low,medium
ZTRD,8 D B F,30039918,low,medium
ZTRD,8 D C C,30040143,low,high
ZTRD,8 D C E,30040146,low,medium
ZTRD,8 D D E,30040198,low,medium
ZTRD,8 D D F,30040305,low,medium
ZTRD,8 D X C,30040347,low,medium
ZTRD,8 D X E,30040348,low,medium
ZTRD,8 D X F,30040364,low,medium
ZTRD,8 X X C,30040365,low,medium
ZTRD,8 X X E,30040380,low,medium
ZTRD,8 X X F,30040511,low,medium
ZTRD,8 Y A C,30040514,low,medium
ZTRD,8 Y A E,30040618,low,medium
ZTRD,8 Y A F,30040676,low,medium
ZTRD,8 Y Y C,30040684,medium,high
ZTRD,8 Y Y E,30040753,low,medium
ZTRD,9 A C C,30040777,medium,high
ZTRD,9 A C F,30040932,low,medium
ZTRD,9 A D B,30041094,low,medium
ZTRD,9 A D C,30041238,low,medium
ZTRD,9 A D E,30041340,low,medium
ZTRD,9 A D F,30041341,low,high
ZTRD,9 A G B,30041360,low,medium
ZTRD,9 A G C,30041515,low,medium
ZTRD,9 A G E,30041542,low,medium
ZTRD,9 A G F,30041545,low,medium
ZTRD,9 A K E,30041546,low,medium
ZTRD,9 A K F,30041604,medium,medium
ZTRD,9 A L E,30041697,low,medium
ZTRD,9 A M E,30041701,low,medium
ZTRD,9 A N E,30041849,low,medium
ZTRD,9 A X B,30042050,low,medium
ZTRD,9 A X C,30042054,low,medium
ZTRD,9 A X D,30042057,low,medium
ZTRD,9 A X E,30042079,low,medium
ZTRD,9 A X F,30042080,low,medium
ZTRD,9 B B E,30042155,low,medium
ZTRD,9 B X C,30042158,low,medium
ZTRD,9 B X E,30042160,low,medium
ZTRD,9 B X F,30042174,low,medium
ZTRD,9 C B C,30042187,low,medium
ZTRD,9 C C A,30042193,low,medium
ZTRD,9 C C E,30042195,low,medium
ZTRD,9 C D C,30042199,low,medium
ZTRD,9 C X E,30042402,low,medium
ZTRD,9 D A A,30042415,low,high
ZTRD,9 D A E,30042416,low,high
ZTRD,9 X A A,30042417,low,medium
ZTRD,9 X A C,30042418,low,medium
ZTRD,9 X A E,30042440,low,medium
ZTRD,9 X B A,30042441,low,medium
ZTRD,9 X B C,30042450,low,medium
ZTRD,9 X B E,30042504,low,medium
ZTRD,9 X B F,30042505,low,medium
ZTRD,9 X C C,30042506,low,medium
ZTRD,9 X C E,30042507,low,medium
ZTRD,9 X D A,30042508,low,high
ZTRD,9 X D C,30042509,low,high
ZTRD,9 X X C,30042521,low,medium
ZTRD,9 X X E,30042524,low,high
ZTRD,9 X X F,30042525,low,high
ZTRD,9 X X G,30042655,low,medium
ZTRD,9 Y Y C,30042656,low,medium
ZTRD,9 Z Z A,30042657,low,medium
ZTRD,9 Z Z B,30042665,low,medium
ZTRD,9 Z Z C,30042667,low,medium
ZTRD,9 Z Z E,30042700,low,high
ZTRD,10 B X C,30042701,low,medium
ZTRD,10 E A C,30042702,low,medium
ZTRD,10 X X C,30042703,low,high
ZTRD,10 Y Y C,30042705,low,high
ZTRD,11 A A C,30042707,low,high
ZTRD,11 A D C,30042708,low,medium
ZTRD,11 A D E,30042710,low,medium
ZTRD,11 A E C,30042711,low,medium
ZTRD,11 A E E,30042712,low,medium
ZTRD,11 A E F,30042713,low,medium
ZTRD,11 A X C,30042720,low,medium
ZTRD,11 A X E,30042721,low,medium
ZTRD,11 S W E,30042722,low,medium
ZTRD,11 X X E,30042723,low,high
ZTRD,11 Z Z A,30042724,low,medium
ZTRD,11 Z Z C,30042725,low,high
ZTRD,11 Z Z E,30042726,low,medium
ZTRD,11 Z Z H,30042734,low,medium
ZTRD,12 C C J,30042737,low,medium
ZTRD,12 X A G,30042738,low,high
ZTRD,12 X B G,30042739,low,medium
ZTRD,12 X X G,30042741,low,medium
ZTRD,12 X Y G,30042742,low,medium
ZTRD,12 X Z G,30042743,low,medium
ZTRD,13 D A B,30042745,low,medium
ZTRD,13 D A C,30042748,low,medium
ZTRD,13 D Z B,30042749,low,medium
ZTRD,15 Z Z Z,30042752,low,medium
ZTRD,B E 07,30042753,low,high
ZTRD,G A A A,30042754,low,medium
ZTRD,G A A E,30042755,low,medium
ZTRD,G B A A,30042759,low,medium
ZTRD,G B A E,30042760,low,medium
ZTRD,G B D C,30042762,low,medium
ZTRD,S A A A,30042763,low,medium
ZTRD,S A E A,30042764,low,medium
ZTRD,S B A G,30042766,low,medium
ZTRD,S B B G,30042767,low,medium
ZTRD,S B C G,30042768,low,medium
ZTRD,S B D G,30042769,low,high
ZTRD,S B F G,30042770,low,medium
ZTRD,S C A E,30042771,low,medium
ZTRD,6 B C E,30042773,low,high
ZTRD,6 B I F,30042774,low,medium
ZTRD,6 B J C,30042775,low,medium
ZTRD,6 B J E,30042776,low,medium
ZTRD,6 C F E,30042777,low,medium
ZTRD,6 C G E,30042780,medium,high
ZTRD,6 C G F,30042781,medium,high
ZTRD,7 A B E,30042782,low,medium
ZTRD,7 A E E,30042783,low,medium
ZTRD,7 A H E,30042784,low,medium
ZTRD,7 A X E,30042785,low,high
ZTRD,7 A X F,30042786,low,medium
ZTRD,7 B A E,30042788,low,medium
ZTRD,7 B D E,30042789,low,medium
ZTRD,7 S Y G,30042794,low,medium
ZTRD,7 Y Y C,30042796,low,medium
ZTRD,8 A C E,30042799,low,medium
