Ship pt,Product Hierarchy,Part Number,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Algorithm,RMSE,MAPE
ZTRD,TEST,CORONA,9284,10141,10815,11808,12507,13425,13974,15078,15899,17032,18055,19287,FNN,1018.54,10.9
